Date,Temperature
2019-11-07 10:12.51,0
2019-11-07 10:13.33,0
2019-11-07 10:20.22,0
2019-11-07 10:22.38,0
2019-11-07 12:11.01,472
2019-11-07 12:13.20,0
2019-11-07 12:14.47,0
2019-11-07 12:17.28,0
2019-11-07 12:19.40,459
2019-11-07 12:21.40,0
2019-11-07 12:22.20,449
2019-11-07 12:22.32,449
2019-11-07 12:24.45,0
2019-11-07 12:30.44,0
2019-11-07 12:31.03,0
2019-11-07 12:31.05,449
2019-11-07 12:31.07,381
2019-11-07 12:31.09,331
2019-11-07 12:31.11,310
2019-11-07 12:31.13,325
2019-11-07 12:31.15,321
2019-11-07 12:31.17,292
2019-11-07 12:31.19,281
2019-11-07 12:31.21,307
2019-11-07 12:31.23,311
2019-11-07 12:31.25,284
2019-11-07 12:31.27,284
2019-11-07 12:31.29,310
2019-11-07 12:31.31,311
2019-11-07 12:31.33,269
2019-11-07 12:31.35,281
2019-11-07 12:31.37,309
2019-11-07 12:31.39,310
2019-11-07 12:31.41,281
2019-11-07 12:31.43,280
2019-11-07 12:31.45,309
2019-11-07 12:31.47,309
2019-11-07 12:31.49,285
2019-11-07 12:31.51,263
2019-11-07 12:31.53,301
2019-11-07 12:31.55,331
2019-11-07 12:31.57,294
2019-11-07 12:31.59,287
2019-11-07 12:32.01,287
2019-11-07 12:32.03,308
2019-11-07 12:32.05,318
2019-11-07 12:32.07,287
2019-11-07 12:32.09,308
2019-11-07 12:32.11,271
2019-11-07 12:32.13,300
2019-11-07 12:32.17,0
2019-11-07 12:32.21,465
2019-11-07 12:32.41,0
2019-11-07 12:32.45,449
2019-11-07 12:33.37,448
2019-11-07 12:33.41,358
2019-11-07 12:33.45,303
2019-11-07 12:33.49,283
2019-11-07 12:33.53,290
2019-11-07 12:33.57,270
2019-11-07 12:34.01,285
2019-11-07 12:34.30,0
2019-11-07 12:34.34,453
2019-11-07 12:34.38,351
2019-11-07 12:34.42,307
2019-11-07 12:34.46,314
2019-11-07 12:34.50,302
2019-11-07 12:34.54,306
2019-11-07 12:34.58,305
2019-11-07 12:35.58,298
2019-11-07 12:36.22,305
2019-11-07 12:36.26,293
2019-11-07 12:36.30,312
2019-11-07 12:36.34,313
2019-11-07 12:36.38,313
2019-11-07 12:36.48,481
2019-11-07 12:36.54,330
2019-11-07 12:37.00,295
2019-11-07 12:37.06,314
2019-11-07 12:37.14,291
2019-11-07 12:37.20,312
2019-11-07 12:37.26,287
2019-11-07 12:37.32,302
2019-11-07 12:37.40,298
2019-11-07 12:37.46,291
2019-11-07 12:37.52,289
2019-11-07 12:37.58,311
2019-11-07 12:38.06,313
2019-11-07 12:38.24,0
2019-11-07 12:38.26,0
2019-11-07 12:38.28,475
2019-11-07 12:38.34,320
2019-11-07 12:38.40,314
2019-11-07 12:38.46,310
2019-11-07 12:38.52,295
2019-11-07 12:38.54,285
2019-11-07 12:39.00,305
2019-11-07 12:39.06,308
2019-11-07 12:39.12,289
2019-11-07 12:39.20,289
2019-11-07 12:39.26,309
2019-11-07 12:39.34,0
2019-11-07 12:39.36,456
2019-11-07 12:39.38,397
2019-11-07 12:39.40,397
2019-11-07 12:39.42,326
2019-11-07 12:39.44,319
2019-11-07 12:39.46,319
2019-11-07 12:39.48,269
2019-11-07 12:39.50,245
2019-11-07 12:39.56,203
2019-11-07 12:40.02,203
2019-11-07 12:40.04,203
2019-11-07 12:40.06,203
2019-11-07 12:40.08,156
2019-11-07 12:40.10,156
2019-11-07 12:40.12,149
2019-11-07 12:40.14,240
2019-11-07 12:40.16,240
2019-11-07 12:40.18,242
2019-11-07 12:40.20,262
2019-11-07 12:40.22,278
2019-11-07 12:40.24,278
2019-11-07 12:40.26,260
2019-11-07 12:40.28,270
2019-11-07 12:40.30,270
2019-11-07 12:40.32,285
2019-11-07 12:40.34,258
2019-11-07 12:40.36,258
2019-11-07 12:40.38,285
2019-11-07 12:40.40,257
2019-11-07 12:40.42,257
2019-11-07 12:40.44,297
2019-11-07 12:40.46,281
2019-11-07 12:40.48,279
2019-11-07 12:40.50,279
2019-11-07 12:40.52,287
2019-11-07 12:40.54,264
2019-11-07 12:40.56,264
2019-11-07 12:40.58,299
2019-11-07 12:41.00,286
2019-11-07 12:41.02,286
2019-11-07 12:41.04,259
2019-11-07 12:41.06,274
2019-11-07 12:41.08,309
2019-11-07 12:41.10,309
2019-11-07 12:41.12,263
2019-11-07 12:41.14,294
2019-11-07 12:41.16,294
2019-11-07 12:41.18,303
2019-11-07 12:41.20,262
2019-11-07 12:41.22,262
2019-11-07 12:41.24,297
2019-11-07 12:41.26,276
2019-11-07 12:41.28,276
2019-11-07 12:41.30,279
2019-11-07 12:41.32,304
2019-11-07 12:41.34,260
2019-11-07 12:41.36,260
2019-11-07 12:41.38,288
2019-11-07 12:41.40,306
2019-11-07 12:41.42,306
2019-11-07 12:41.44,276
2019-11-07 12:41.46,258
2019-11-07 12:41.48,258
2019-11-07 12:41.50,298
2019-11-07 12:41.52,276
2019-11-07 12:41.54,257
