Date,Temperature
2019-11-07 16:05.34,0
2019-11-07 16:05.36,0
2019-11-07 16:05.38,0
2019-11-07 16:05.40,437
2019-11-07 16:05.42,365
2019-11-07 16:05.44,365
2019-11-07 16:05.46,324
2019-11-07 16:05.48,303
2019-11-07 16:05.50,293
2019-11-07 16:05.52,289
2019-11-07 16:05.54,287
2019-11-07 16:05.56,287
2019-11-07 16:05.58,288
2019-11-07 16:06.00,288
2019-11-07 16:06.02,286
2019-11-07 16:06.04,287
2019-11-07 16:06.06,285
2019-11-07 16:06.08,285
2019-11-07 16:06.10,287
2019-11-07 16:06.12,287
2019-11-07 16:06.14,289
2019-11-07 16:06.16,290
2019-11-07 16:06.18,292
2019-11-07 16:06.20,292
2019-11-07 16:06.22,291
2019-11-07 16:06.24,287
2019-11-07 16:06.26,285
2019-11-07 16:06.29,284
2019-11-07 16:06.31,287
2019-11-07 16:06.33,287
2019-11-07 16:06.35,287
2019-11-07 16:06.37,287
2019-11-07 16:06.39,287
2019-11-07 16:06.41,287
2019-11-07 16:06.43,288
2019-11-07 16:06.45,289
2019-11-07 16:06.47,289
2019-11-07 16:06.49,288
2019-11-07 16:06.51,287
2019-11-07 16:06.53,287
2019-11-07 16:06.55,288
2019-11-07 16:06.57,290
2019-11-07 16:06.59,290
2019-11-07 16:07.01,288
2019-11-07 16:07.03,286
2019-11-08 07:25.15,0
2019-11-08 07:29.53,0
2019-11-08 07:49.57,0
2019-11-08 07:58.40,0
2019-11-08 09:32.38,0
2019-11-08 09:32.54,0
2019-11-08 09:33.59,0
2019-11-08 09:34.01,0
2019-11-08 09:35.31,0
2019-11-08 09:36.54,0
2019-11-08 09:37.48,0
2019-11-08 09:38.55,0
2019-11-08 09:42.00,0
2019-11-08 09:46.43,0
2019-11-08 09:46.45,0
2019-11-08 09:46.47,0
2019-11-08 09:46.49,0
2019-11-08 09:48.05,0
2019-11-08 09:48.15,0
2019-11-08 09:55.37,0
2019-11-08 09:56.30,0
2019-11-08 09:56.32,0
2019-11-08 09:56.34,0
2019-11-08 09:57.27,0
2019-11-08 10:03.37,0
